nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm1302735,Max Thieriot,1988.0,,"actor,director","tt1352824,tt1582507,tt1433811,tt0395699"
nm1302939,Fernando Velázquez,,,"composer,music_department,soundtrack","tt1267297,tt3416532,tt2554274,tt1649419"
nm1303162,Andreas Wodraschke,1969.0,,"editor,composer,actor","tt2524674,tt4176826,tt0408777,tt1249429"
nm1303233,Takayuki Yamada,1983.0,,actor,"tt1436045,tt5104604,tt9020768,tt0347618"
nm1303433,John Abraham,1972.0,,"actor,producer,soundtrack","tt0422091,tt0488906,tt1185420,tt2317337"
nm1303925,George Pérez,1954.0,,"writer,miscellaneous,art_department","tt7554008,tt6556890,tt1641384,tt6569988"
nm1303956,Freema Agyeman,1979.0,,actress,"tt2431438,tt0436992,tt7817340,tt1166893"
nm1304029,Appian,95.0,165.0,writer,tt0056937
nm1304148,C.C. Beck,1910.0,1989.0,"writer,art_department","tt0071050,tt0448115,tt1696202,tt6443346"
nm1304328,Yvette Nicole Brown,1971.0,,"actress,soundtrack,producer","tt4154796,tt0765476,tt1053424,tt1439629"
nm1304386,Stephen Campbell Moore,1979.0,,actor,"tt0200465,tt0464049,tt0479997,tt0379306"
nm1304635,Mehdi Dehbi,,,actor,"tt7671598,tt2073016,tt1972571,tt1857758"
nm1305105,Beth Hall,,,"actress,writer,soundtrack","tt0804503,tt0264235,tt2660806,tt2305051"
nm1305447,Rich Klubeck,,,"talent_agent,producer","tt0333766,tt0790723,tt0342167"
nm1305877,Neelesh Misra,,,"music_department,soundtrack,writer","tt1729637,tt2016894,tt2082197,tt3863552"
nm1306019,Jonjo O'Neill,1978.0,,"actor,soundtrack","tt10048342,tt2294189,tt6586318,tt6412452"
nm1306189,Barney Pilling,,,"editor,editorial_department,location_management","tt2798920,tt1334260,tt2278388,tt1563738"
nm1306202,Plutarch,46.0,122.0,writer,"tt0237666,tt0056937,tt0472473,tt0272979"
nm1306344,Stacey Roca,,,actress,"tt3230854,tt0290978,tt5290382,tt0259733"
nm1306410,Sahil Vaid,,,"actor,art_director,producer","tt2347289,tt3678938,tt3611266,tt6277440"
nm1306711,Suetonius,69.0,140.0,writer,"tt0092322,tt0237666,tt0056937,tt3395994"
nm1306785,Yo La Tengo,,,"soundtrack,composer,music_department","tt0810922,tt0367027,tt1065073,tt1091722"
nm1306819,Shannon Tindle,,,"animation_department,art_department,writer","tt4302938,tt0864835,tt0419326,tt0327597"
nm1308076,Jennifer Siebel Newsom,1974.0,,"actress,producer,director","tt1784538,tt9143084,tt4185572,tt3983674"
nm1308201,Jo Francis,,,"editor,editorial_department,producer","tt2343793,tt0478134,tt1458175,tt7913450"
nm1308622,Chris Fenton,,,"producer,miscellaneous","tt2209764,tt1335975,tt1276104,tt1300854"
nm1309148,Adam Stone,,,"cinematographer,miscellaneous,camera_department","tt1675192,tt2649554,tt1971352,tt8244784"
nm1309286,David Andrew Goldstein,,,writer,tt0327437
nm1309676,Bénédicte Couvreur,,,"producer,production_manager","tt8613070,tt0869977,tt0362261,tt1847731"
nm1309787,Aaron Dismuke,1992.0,,"actor,writer,sound_department","tt0270933,tt0485323,tt5607028,tt0421357"
nm1310016,Brian Geraghty,1975.0,,"actor,producer","tt0406816,tt1907668,tt0887912,tt0308055"
nm1310112,Robin Guthrie,1962.0,,"soundtrack,composer,actor","tt2238050,tt0380510,tt1659337,tt0988595"
nm1310368,Minka Kelly,1980.0,,"actress,soundtrack","tt1564367,tt1327773,tt1265990,tt1022603"
nm1310525,Lee Sun-kyun,1975.0,,actor,"tt9843984,tt1515205,tt3697626,tt6751668"
nm1310536,Dmitry Lesnevsky,1970.0,,"producer,writer,executive","tt3815936,tt12273460,tt0376968,tt0488905"
nm1310709,Scott Mechlowicz,1981.0,,actor,"tt0356150,tt0482374,tt0377091,tt0438315"
nm1310825,Dan The Automator,,,"soundtrack,music_department,composer","tt9866072,tt0187738,tt2241351,tt0446029"
nm1310960,Park Hae-il,1977.0,,actor,"tt0353969,tt0352464,tt0468492,tt2025526"
nm1311329,Eden Sher,1991.0,,"actress,soundtrack,producer","tt2758770,tt2771372,tt1442464,tt0439100"
nm1312566,Kari Wahlgren,1977.0,,"actress,soundtrack,miscellaneous","tt9628244,tt1545214,tt2861424,tt6315800"
nm1312575,Olivia Wilde,1984.0,,"actress,producer,director","tt0790628,tt0409847,tt1104001,tt2918436"
nm1312724,David Gambino,,,"producer,miscellaneous,assistant_director","tt0427392,tt2077823,tt1872194,tt0476964"
nm1312919,Yann Demange,1977.0,,"director,producer,writer","tt2614684,tt1830379,tt1285482,tt4537896"
nm1313581,Randall Archer,,,"stunts,actor,miscellaneous","tt0990407,tt1748227,tt4154796,tt5095030"
nm1314116,Saul Dibb,1968.0,,"director,producer,writer","tt7768192,tt0385568,tt0864761,tt0900387"
nm1314345,Marie Gade Denessen,,,"producer,miscellaneous,production_manager","tt2382009,tt2438644,tt1937390,tt7737734"
nm1315333,Arlene Nelson,,,"cinematographer,camera_department,director","tt7907916,tt8450534,tt3685922,tt0310281"
nm1315378,Kayvan Novak,1978.0,,"actor,writer,director","tt0365737,tt1058928,tt1341167,tt1647109"
nm1315809,Stephanie Sheh,1977.0,,"actress,miscellaneous,casting_director","tt5249462,tt0434665,tt5311514,tt0988824"
nm1315976,Vilma Szécsi,1933.0,,actress,"tt1856101,tt1067774,tt3059638,tt6663582"
nm1315990,Maurissa Tancharoen,1975.0,,"writer,producer,miscellaneous","tt1135300,tt6313900,tt1227926,tt2364582"
nm1316072,Nora Twomey,1971.0,,"producer,miscellaneous,writer","tt5198068,tt3901826,tt0485601,tt0350960"
nm1316767,Dallas Roberts,1970.0,,actor,"tt1601913,tt0381849,tt0790636,tt0358273"
nm1317536,Lee Joo-Ick,,,producer,"tt0414624,tt0429078,tt1032751,tt0757157"
nm1317614,Josh Mond,,,"producer,director,writer","tt9749132,tt1441326,tt4288636,tt1224366"
nm1317996,Laura Jennings,,,"editor,visual_effects,editorial_department","tt0206634,tt1074638,tt4777008,tt1631867"
nm1318192,Bob Layton,1953.0,,"writer,art_department","tt0837143,tt0219364,tt1841108,tt8937526"
nm1318414,Bob Wills and His Texas Playboys,,,"soundtrack,actor,composer","tt0038686,tt0107808,tt0423294,tt0954947"
nm1318596,Jemaine Clement,1974.0,,"actor,writer,soundtrack","tt1409024,tt0863046,tt3521164,tt3416742"
nm1318670,Vishal Dadlani,,,"soundtrack,music_department,composer","tt4832640,tt1024943,tt1562871,tt2112124"
nm1318843,Mark Fergus,,,"writer,producer,director","tt0409847,tt3230854,tt0206634,tt0371746"
nm1319098,Chelah Horsdal,1973.0,,actress,"tt5179408,tt9012876,tt1740299,tt1699748"
nm1319220,Fuwad Khan,,,"cinematographer,director,camera_department","tt1408029,tt0348843,tt1280558,tt0813996"
nm1319265,DJ Kore,,,"composer,soundtrack","tt0295721,tt1091992,tt7238392,tt4531694"
nm1319279,Mikhail Krichman,1967.0,,"cinematographer,writer,camera_department","tt6304162,tt2802154,tt1925421,tt0376968"
nm1319382,Bernd Lichtenberg,1966.0,,"writer,script_department,director","tt0345966,tt2226341,tt1680019,tt0301357"
nm1319490,Bill Marsilii,1962.0,,"writer,producer,director","tt4936188,tt0453467,tt1663165"
nm1319676,Barbara Nedeljakova,1979.0,,actress,"tt0300471,tt0450278,tt3655288,tt0498353"
nm1319757,Hawk Ostby,,,"writer,producer","tt0409847,tt3230854,tt0206634,tt0371746"
nm1319789,Jake Parker,,,"music_department,composer,soundtrack","tt0440963,tt0816711,tt1905041,tt0491175"
nm1320089,Yeong-hie Seo,1980.0,,"actress,writer","tt1190539,tt0479724,tt13236180,tt1646959"
nm1320144,DJ Skalp,,,"actor,composer",tt0295721
nm1320355,Viviane Vanfleteren,,,"producer,production_manager,executive","tt0286244,tt0812257,tt1568340,tt0485601"
nm1320601,Mohamed Bouich,,,actor,tt0240510
nm1320827,Randall Park,1974.0,,"actor,soundtrack,writer","tt7374948,tt1477834,tt5095030,tt3551096"
nm1320881,Bill St. James,,,"actor,miscellaneous,sound_department","tt6422944,tt0218790,tt0423657,tt2100976"
nm1320897,Tian Jing,1988.0,,actress,"tt2034800,tt2557478,tt3731562,tt6492378"
nm1321026,Carrie Keranen,1976.0,,"actress,miscellaneous,sound_department","tt2417834,tt2580046"
nm1321655,Christopher Markus,,,"writer,producer,actor","tt1843866,tt4154796,tt4154756,tt3498820"
nm1321656,Stephen McFeely,,,"writer,producer,actor","tt4154796,tt3498820,tt4154756,tt0363771"
nm1321658,Michael Schur,1975.0,,"writer,producer,director","tt0072562,tt0386676,tt1266020,tt4955642"
nm1322121,Johnny Andersen,,,"producer,production_manager","tt1602613,tt5668850,tt0862467,tt0425379"
nm1322404,Byun Hee-Bong,1942.0,,actor,"tt0353969,tt0468492,tt3247004,tt3967856"
nm1322477,Abhishek Chaubey,,,"writer,director,assistant_director","tt8108200,tt1345777,tt0488414,tt4434004"
nm1322707,Dan Dworkin,,,"producer,writer,miscellaneous","tt0452718,tt1582459,tt3652662,tt10293938"
nm1322753,Sam Esmail,1977.0,,"writer,producer,director","tt8289758,tt2965412,tt7008682,tt4158110"
nm1323058,Youree Henley,,,"producer,miscellaneous","tt7984734,tt3224458,tt4385888,tt5592248"
nm1323233,Mustafa Kamel,,,"director,actor","tt0342245,tt1255953"
nm1323286,Kwang-rim Kim,,,writer,tt0353969
nm1323287,Roe-ha Kim,1965.0,,actor,"tt0456912,tt0353969,tt2229372,tt0468492"
nm1323562,Zana Marjanovic,1983.0,,"actress,producer,writer","tt4061352,tt1714209,tt5725348,tt1441940"
nm1324179,Ari Schlossberg,,,"writer,producer","tt0382077,tt1232320,tt7155990,tt0222167"
nm1324710,Martin Zandvliet,1971.0,,"editor,director,writer","tt3841424,tt1706596,tt0353186,tt1314269"
nm1324984,Claude Lulé,,,actor,"tt0856288,tt1401636,tt1399677,tt1060234"
nm1325199,Anastasia Baranova,1989.0,,"actress,music_department,miscellaneous","tt3843168,tt7737786,tt1606378,tt0412253"
nm1325248,Megan Duffy,1979.0,,"actress,producer,casting_director","tt0804503,tt4419364,tt2699110,tt2103217"
nm1325419,Kristen Wiig,1973.0,,"actress,soundtrack,producer","tt1608290,tt1478338,tt0359950,tt1571249"
nm1325865,Eric Guggenheim,1973.0,,"producer,writer,miscellaneous","tt7942796,tt0349825,tt1600194,tt1416765"
nm1325899,Travis Knight,1973.0,,"animation_department,producer,director","tt0787474,tt1623288,tt4302938,tt4701182"
nm1327019,Alison Greenspan,,,"producer,production_manager","tt3462710,tt1355630,tt1972779"
nm1327703,Yoshihiro Nakamura,1970.0,,"director,writer,actor","tt0308379,tt1595354,tt3111896,tt1244666"
nm1328076,Miyuki Sawashiro,1985.0,,"actress,soundtrack","tt3830998,tt1556175,tt1473235,tt3528758"
nm1328152,Shriya Saran,1982.0,,actress,"tt0479751,tt2926068,tt4430212,tt0843328"
nm1328171,Camilla Skagerström,,,"cinematographer,camera_department","tt10546130,tt2125608,tt1624397,tt13089446"
nm1329166,Raja Menon,,,"writer,director,producer","tt5745450,tt4387040,tt1202517,tt0354405"
nm1329482,Bradley J. Fischer,,,"producer,executive","tt2334879,tt1034415,tt0443706,tt0264395"
nm1329596,Philippe Malempré,,,"composer,sound_department,writer","tt6909060,tt0103905,tt1649746,tt1475531"
nm1329997,Jeff Abberley,,,"producer,miscellaneous","tt1730768,tt0293508,tt0387131,tt0780536"
nm1330162,Jeb Brody,,,"producer,executive,miscellaneous","tt2345759,tt0945513,tt8579674,tt2322441"
nm1330174,Suzanne Buirgy,,,"visual_effects,producer,miscellaneous","tt6324278,tt0295701,tt0382992,tt0317740"
nm1330234,Brahim Chioua,,,"producer,executive","tt1191111,tt3774694,tt2278871,tt1602613"
nm1330276,Randy Couture,1963.0,,"actor,stunts,producer","tt1320253,tt0490086,tt2333784,tt1764651"
nm1330560,Garrett Hedlund,1984.0,,"actor,soundtrack,writer","tt1104001,tt0430105,tt2396589,tt0337692"
nm1330621,Bo Hyde,,,"producer,executive","tt4693358,tt4400558,tt0455782,tt0405336"
nm1330994,Suresh Nair,,,"writer,producer,director","tt4814290,tt1821480,tt2385104,tt4387040"
nm1331050,Sandrine Orabona,,,"editor,camera_department,director","tt3118296,tt3378080,tt3499084,tt13103876"
nm1331055,Tarquin Pack,,,"producer,miscellaneous,production_manager","tt1270798,tt1250777,tt0375912,tt1650554"
nm1331743,L.A. Reid,1956.0,,"soundtrack,composer,producer","tt0098439,tt0097428,tt0103855,tt0103859"
nm1331774,Kevin Shields,1963.0,,"soundtrack,composer,actor","tt0335266,tt0318411,tt0422720,tt0109093"
nm1333357,Bryan Burk,1968.0,,"producer,writer,assistant","tt1179933,tt2488496,tt0411008,tt0796366"
nm1333458,Mira Chang,,,"producer,director,camera_department","tt0486358,tt6791768,tt2193091,tt4265178"
nm1333687,Dhanush,1983.0,,"actor,director,music_department","tt1821317,tt2359810,tt3822396,tt5959980"
nm1333759,Susan Duff,1953.0,,"talent_agent,producer","tt3973006,tt0433412,tt0356470,tt0380623"
nm1333798,Mabrouk El Mechri,1976.0,,"director,writer,actor","tt1521186,tt1366365,tt1130988,tt0429230"
nm1334507,Donnie Keshawarz,1969.0,,"actor,miscellaneous","tt3203616,tt0993846,tt1385826,tt2935510"
nm1334526,Simon Kinberg,1973.0,,"producer,writer,director","tt3659388,tt3315342,tt1877832,tt1502712"
nm1334869,Logan Marshall-Green,1976.0,,"actor,producer,director","tt2250912,tt6499752,tt1314655,tt2400463"
nm1334901,Jacqueline Mazarella,,,"actress,writer,producer","tt0452046,tt1742044,tt0460637,tt1265990"
nm1335291,Missy Peregrym,1982.0,,actress,"tt1442065,tt0430634,tt0955322,tt2189240"
nm1335634,Stephanie Savage,,,"producer,writer,miscellaneous","tt1236246,tt10313176,tt2318092,tt0305357"
nm1335875,Sukumar,,,"writer,director,actor","tt7392212,tt0431619,tt2375559,tt5098128"
nm1335915,Fridtjov Såheim,1968.0,,"actor,soundtrack,director","tt0945356,tt3616916,tt1958961,tt2249179"
nm1335996,Ane Dahl Torp,1975.0,,actress,"tt0417046,tt3616916,tt0400038,tt1105734"
nm1336074,Asle Vatn,,,producer,"tt1489263,tt1614989,tt0497539,tt0415023"
nm1336500,Stephen Hamel,,,"producer,writer,director","tt1355644,tt6494418,tt4154916,tt1220888"
nm1336552,Goran Kostic,1971.0,,"actor,producer","tt0936501,tt1714209,tt0206634,tt1730768"
nm1336595,Demetri Martin,1973.0,,"writer,actor,producer","tt1127896,tt3914332,tt2294677,tt0810922"
nm1336827,Betsy Brandt,1973.0,,"actress,soundtrack","tt1591493,tt2137109,tt1915581,tt0903747"
nm1337238,Robert Ivison,,,"editor,editorial_department,music_department","tt0862856,tt0351977,tt1810697,tt0326208"
nm1337350,Jay Ellis,1981.0,,"actor,producer,director","tt1333125,tt5024912,tt12298506,tt5886046"
nm1337757,Andrew Wight,1959.0,2012.0,"producer,writer,miscellaneous","tt0903133,tt0881320,tt2332883,tt0480964"
nm1337885,Jeff Baena,1977.0,,"writer,director,actor","tt5666304,tt0356721,tt2581244,tt4661798"
nm1337892,Morgan Land,,,"writer,assistant_director,producer","tt0357182,tt1491044,tt4397294,tt9613694"
nm1338122,Robert Humphreys,,,"cinematographer,camera_department,producer","tt2699128,tt3743822,tt1703148,tt0381429"
nm1338517,Pedro Bromfman,1976.0,,"composer,music_department,actor","tt12693278,tt1234721,tt2707408,tt10987766"
nm1338587,Pritam Chakraborty,1971.0,,"music_department,composer,soundtrack","tt2178470,tt4535650,tt2082197,tt5074352"
nm1338615,Emmy Clarke,1991.0,,"actress,soundtrack","tt0422295,tt1719010,tt0312172,tt0323332"
nm1338811,Rick Elice,,,"actor,writer,soundtrack","tt2811844,tt2360751,tt12131194,tt1742044"
nm1338828,Ennis Esmer,1978.0,,"actor,writer,producer","tt3526078,tt3973820,tt4474344,tt5179408"
nm1339223,Ty Simpkins,2001.0,,actor,"tt1591095,tt0959337,tt0369610,tt1300854"
nm1340000,Juliet Snowden,,,"writer,producer,director","tt0448011,tt0431021,tt2126304,tt1204977"
nm1340370,Brian Caspe,1975.0,,"actor,miscellaneous","tt2584384,tt1229238,tt0493464,tt0167190"
nm1340638,Ricky Whittle,1981.0,,actor,"tt1985019,tt0112004,tt1898069,tt2661044"
nm1340738,Jessica Harmon,1985.0,,"actress,casting_department,producer","tt3501584,tt1338724,tt0460681,tt2661044"
nm1341146,Nina Yang Bongiovi,,,"producer,miscellaneous","tt5796838,tt3850214,tt2334649,tt5688932"
nm1341735,David Magee,1962.0,,writer,"tt0308644,tt0970468,tt0454876,tt5028340"
nm1342060,Matthieu Chedid,1971.0,,"composer,soundtrack,actor","tt0362225,tt0961097,tt0316788,tt0286244"
nm1342287,Perry Eriksen,,,"editor,editorial_department,actor","tt1740707,tt10069398,tt1613750,tt0416496"
nm1342398,Evgueni Galperine,,,"composer,soundtrack,music_department","tt8649186,tt1933667,tt6304162,tt8095860"
nm1342473,Ethan Gross,,,"miscellaneous,writer","tt1247694,tt1119644,tt0338177,tt2935510"
nm1342513,Shanola Hampton,1977.0,,"actress,producer,soundtrack","tt1976003,tt3279176,tt1586680,tt1414382"
nm1342727,Skandar Keynes,1991.0,,actor,"tt0980970,tt0776766,tt0363771,tt0499448"
nm1342923,Lalit Marathe,,,"director,writer,soundtrack","tt0341266,tt0367110,tt4059976,tt2032530"
nm1343254,Leah Pipes,1988.0,,actress,"tt2632424,tt0393596,tt1232783,tt1874633"
nm1343331,Tequan Richmond,1992.0,,"actor,soundtrack","tt0350258,tt0056758,tt9064792,tt0460637"
nm1343355,Meghan C. Rogers,,,"production_designer,art_director,art_department","tt1655460,tt2910814,tt2452386,tt2229499"
nm1343394,Josh Safdie,1984.0,,"director,writer,actor","tt4846232,tt5727208,tt1426362,tt1189259"
nm1343477,Sameer Sharma,,,"writer,miscellaneous,director","tt2186933,tt0367110,tt0341266,tt1667076"
nm1343514,Vishal Sinha,,,"cinematographer,camera_department,miscellaneous","tt0402014,tt6593054,tt1292642,tt2359810"
nm1343638,Eliza Taylor,1989.0,,"actress,producer,soundtrack","tt0307803,tt0088580,tt2402157,tt2661044"
nm1343708,Fernanda Urrejola,1981.0,,"actress,writer,soundtrack","tt5858812,tt6071092,tt8714904,tt7431790"
nm1343759,Paul Vicknair,,,"writer,miscellaneous,camera_department","tt0293564,tt2139555,tt0988595,tt0443465"
nm1343803,James L. White,1947.0,2015.0,writer,"tt0350258,tt1045642,tt3268788,tt3587320"
nm1344075,Marc Lévy,1961.0,,"writer,actor,producer","tt2599172,tt0827192,tt0110910,tt0425123"
nm1344302,Rachel House,1971.0,,"actress,miscellaneous,assistant_director","tt4698684,tt2948372,tt3501632,tt3521164"
nm1344784,Gary Gilbert,,,"producer,actor,executive","tt3783958,tt0333766,tt0842926,tt4643084"
nm1344991,Sarah Henderson,,,actress,"tt0113540,tt0260658,tt0299285"
nm1345020,Jeff Gibbs,,,"producer,composer,director","tt0310793,tt0361596,tt1286499,tt12192654"
nm1345229,Paul J. Smith,1906.0,1985.0,"composer,music_department,soundtrack","tt0046672,tt0032910,tt0042332,tt0029583"
nm1345603,Samuel Baum,1976.0,,"writer,producer,miscellaneous","tt0460638,tt1933667,tt2709652,tt1235099"
nm1345621,Gilad Benamram,1973.0,,"composer,music_department,producer","tt0381505,tt3602528,tt4565380,tt8069036"
nm1346477,Kongdej Jaturanrasamee,,,"writer,director,actor","tt0359942,tt0461169,tt2085893,tt2857942"
nm1346566,Luci Y. Kim,,,"producer,manager,miscellaneous","tt8980850,tt8980832,tt0870120,tt2493486"
nm1346623,Kasha Kropinski,1991.0,,"actress,miscellaneous","tt0319061,tt1699748,tt1016075,tt0312528"
nm1346859,Soleil McGhee,,,"actress,music_department,producer","tt5235192,tt4569316,tt0965404,tt0286788"
nm1347153,Tyler Perry,1969.0,,"director,writer,producer","tt2267998,tt1142800,tt0455612,tt0422093"
nm1348102,Sam Lerner,1992.0,,actor,"tt0833979,tt2712740,tt0326856,tt2436386"
nm1348210,John Romita Jr.,1956.0,,"writer,producer,art_department","tt1250777,tt1441105,tt1650554,tt1683052"
nm1348545,Andy Garfield,1974.0,,"composer,sound_department,music_department","tt1270835,tt1727252,tt0422401,tt1323045"
nm1349199,Keith Powell,,,"actor,writer,director","tt3125556,tt2666270,tt5339506,tt0496424"
nm1349376,Francis Lawrence,1971.0,,"director,producer,writer","tt1951264,tt1951265,tt0480249,tt1951266"
nm1349522,Jonathan Levine,,,"writer,producer,director","tt1306980,tt1082886,tt2139881,tt1588173"
nm1349818,Anna Boden,1979.0,,"director,writer,editor","tt0990413,tt0468489,tt4154664,tt0804497"
nm1349841,Boyz II Men,,,"soundtrack,actor,music_department","tt0104714,tt1086772,tt0127723,tt0120794"
nm1350209,Carlos Domeque,,,"editorial_department,editor,director","tt0121164,tt0460740,tt0286499,tt0490181"
nm1350319,Steven Fechter,,,"writer,producer","tt0361127,tt12814532,tt5893188,tt7856256"
nm1351254,Josh Miller,1978.0,,"writer,producer,actor","tt3794354,tt6131454,tt3458568,tt0362511"
nm1351337,Na-young Nam,,,"editor,editorial_department","tt1216496,tt1588170,tt1937339,tt0901487"
nm1351784,M.G. Sathya,,,"writer,producer,production_manager","tt0313307,tt0326722,tt0165807,tt0367110"
nm1351987,Alyson Stoner,1993.0,,"actress,soundtrack,director","tt0462590,tt0349205,tt0852863,tt0452598"
