tconst,ordering,nconst,category,job,characters
tt1783232,5,nm1147588,director,,
tt1783232,6,nm9184168,writer,writer,
tt1783232,7,nm0257393,writer,screenplay,
tt1783232,8,nm2500643,writer,script writer,
tt1783232,9,nm1715970,producer,producer,
tt1783732,10,nm0003911,composer,,
tt1783732,1,nm3311695,actor,,"[""Dave""]"
tt1783732,2,nm2373827,actor,,"[""John""]"
tt1783732,3,nm0316079,actor,,"[""Arnie Blondestone""]"
tt1783732,4,nm0000317,actor,,"[""Dr. Albert Marconi""]"
tt1783732,5,nm0181741,director,,
tt1783732,6,nm4200139,writer,based on the story by,
tt1783732,7,nm2038534,producer,producer,
tt1783732,8,nm1034889,producer,producer,
tt1783732,9,nm1228585,producer,producer,
tt1787988,10,nm8722073,writer,dialogue supervisor,
tt1787988,1,nm0451148,actor,,"[""Surjan Singh Shekhawat""]"
tt1787988,2,nm0004626,actress,,"[""Rosie""]"
tt1787988,3,nm0611552,actress,,"[""Roshni Shekhawat""]"
tt1787988,4,nm1596350,actor,,"[""Tehmur""]"
tt1787988,5,nm1030373,director,,
tt1787988,6,nm1052960,director,,
tt1787988,7,nm1027719,writer,dialogue,
tt1787988,8,nm0440604,writer,additional dialogue,
tt1787988,9,nm0015295,writer,story,
tt1788391,10,nm1124802,cinematographer,director of photography,
tt1788391,1,nm0556453,actor,,"[""Jay""]"
tt1788391,2,nm1769728,actress,,"[""Shel""]"
tt1788391,3,nm4207396,actor,,"[""Sam""]"
tt1788391,4,nm0806968,actor,,"[""Gal""]"
tt1788391,5,nm1296554,director,,
tt1788391,6,nm4207229,writer,written by,
tt1788391,7,nm2095003,producer,producer,
tt1788391,8,nm0823288,producer,producer,
tt1788391,9,nm1546919,composer,,
tt1790809,10,nm0064181,writer,based on characters created by,
tt1790809,1,nm0000136,actor,,"[""Captain Jack Sparrow""]"
tt1790809,2,nm0001691,actor,,"[""Captain Hector Barbossa""]"
tt1790809,3,nm0000849,actor,,"[""Captain Salazar""]"
tt1790809,4,nm0089217,actor,,"[""Will Turner""]"
tt1790809,5,nm1461392,director,,
tt1790809,6,nm1650283,director,,
tt1790809,7,nm0622288,writer,screenplay by,
tt1790809,8,nm0744429,writer,story by,
tt1790809,9,nm0254645,writer,based on characters created by,
tt1790864,10,nm2125212,producer,producer,
tt1790864,1,nm3729721,actor,,"[""Thomas""]"
tt1790864,2,nm2546012,actress,,"[""Teresa""]"
tt1790864,3,nm2401020,actor,,"[""Gally""]"
tt1790864,4,nm1032473,actor,,"[""Newt""]"
tt1790864,5,nm1226871,director,,
tt1790864,6,nm3834300,writer,screenplay by,
tt1790864,7,nm2233127,writer,screenplay by,
tt1790864,8,nm2385905,writer,screenplay by,
tt1790864,9,nm4212895,writer,based upon the novel by,
tt1790885,10,nm0325549,editor,,
tt1790885,1,nm1567113,actress,,"[""Maya""]"
tt1790885,2,nm0249291,actor,,"[""Patrick - Squadron Team Leader""]"
tt1790885,3,nm0695435,actor,,"[""Justin - DEVGRU""]"
tt1790885,4,nm0835016,actor,,"[""George""]"
tt1790885,5,nm0000941,director,,
tt1790885,6,nm1676793,writer,written by,
tt1790885,7,nm2691892,producer,producer,
tt1790885,8,nm0006035,composer,,
tt1790885,9,nm0292132,cinematographer,director of photography,
tt1790886,10,nm0002681,cinematographer,director of photography,
tt1790886,1,nm0002071,actor,,"[""Rep. Camden 'Cam' Brady""]"
tt1790886,2,nm0302108,actor,,"[""Martin Sylvester 'Marty' Huggins""]"
tt1790886,3,nm0837177,actor,,"[""Mitch""]"
tt1790886,4,nm0001518,actor,,"[""Tim Wattley""]"
tt1790886,5,nm0005366,director,,
tt1790886,6,nm0376260,writer,screenplay,
tt1790886,7,nm3347197,writer,screenplay,
tt1790886,8,nm0570912,writer,story,
tt1790886,9,nm0788640,composer,,
tt1791528,10,nm0005696,cinematographer,,
tt1791528,1,nm0001618,actor,,"[""Larry \""Doc\"" Sportello""]"
tt1791528,2,nm0000982,actor,,"[""Lt. Det. Christian F. \""Bigfoot\"" Bjornsen""]"
tt1791528,3,nm0005562,actor,,"[""Coy Harlingen""]"
tt1791528,4,nm2239702,actress,,"[""Shasta Fay Hepworth""]"
tt1791528,5,nm0000759,director,,
tt1791528,6,nm1535410,writer,based on the novel by,
tt1791528,7,nm0526917,producer,producer,
tt1791528,8,nm0783280,producer,producer,
tt1791528,9,nm0339351,composer,,
tt1791682,10,nm0944803,producer,producer,
tt1791682,1,nm0001774,actor,,"[""Josh""]"
tt1791682,2,nm0915208,actress,,"[""Cornelia""]"
tt1791682,3,nm3485845,actor,,"[""Jamie""]"
tt1791682,4,nm1086543,actress,,"[""Darby""]"
tt1791682,5,nm0000876,director,,
tt1791682,6,nm0406585,writer,"epigraph from ""A Master Builder"" by",
tt1791682,7,nm0001728,writer,"epigraph from ""A Master Builder"" translated by",
tt1791682,8,nm4791912,producer,producer,
tt1791682,9,nm0748784,producer,producer,
tt1795096,10,nm3251456,actress,,"[""Asli""]"
tt1795096,1,nm1698655,actor,,"[""Behzat Ç.""]"
tt1795096,2,nm4245708,actor,,"[""Hayalet""]"
tt1795096,3,nm0043709,actor,,"[""Sevket""]"
tt1795096,4,nm4246039,actor,,"[""Akbaba""]"
tt1795096,5,nm4428959,actress,,"[""Sule""]"
tt1795096,6,nm4245240,actor,,"[""Harun""]"
tt1795096,7,nm2704055,actress,,"[""Eda""]"
tt1795096,8,nm1855651,actor,,"[""Cevdet""]"
tt1795096,9,nm4597034,actor,,"[""Tahsin""]"
tt1796960,10,nm2093138,actor,,"[""Chris Brody""]"
tt1796960,1,nm0000132,actress,,"[""Carrie Mathison""]"
tt1796960,2,nm0001597,actor,,"[""Saul Berenson""]"
tt1796960,3,nm0507073,actor,,"[""Nicholas Brody""]"
tt1796960,4,nm1670029,actor,,"[""Peter Quinn""]"
tt1796960,5,nm0304536,writer,creator,
tt1796960,6,nm0330258,writer,creator,
tt1796960,7,nm0000719,actor,,"[""Dar Adal""]"
tt1796960,8,nm0827561,actor,,"[""Max Piotrowski""]"
tt1796960,9,nm1072555,actress,,"[""Jessica Brody""]"
tt1798188,10,nm4233688,writer,comic,
tt1798188,1,nm0092961,actress,,"[""Umi Matsuzaki""]"
tt1798188,2,nm0636562,actor,,"[""Akio Kazama""]"
tt1798188,3,nm0947338,actor,,"[""Shun Kazama""]"
tt1798188,4,nm0376716,actress,,"[""Saori Makimura""]"
tt1798188,5,nm2066439,director,,
tt1798188,6,nm4234019,writer,original story,
tt1798188,7,nm0594503,writer,screenplay,
tt1798188,8,nm2146668,writer,screenplay,
tt1798188,9,nm1439632,writer,"Additional Dialogue, English Language Adaptation",
tt1798684,10,nm0724854,producer,producer,
tt1798684,1,nm0350453,actor,,"[""Billy Hope""]"
tt1798684,2,nm1046097,actress,,"[""Maureen Hope""]"
tt1798684,3,nm4802218,actress,,"[""Leila Hope""]"
tt1798684,4,nm0001845,actor,,"[""Tick Wills""]"
tt1798684,5,nm0298807,director,,
tt1798684,6,nm1176676,writer,written by,
tt1798684,7,nm0085542,producer,producer,
tt1798684,8,nm0089820,producer,producer,
tt1798684,9,nm0724843,producer,producer,
tt1798709,10,nm1434016,editor,,
tt1798709,1,nm0001618,actor,,"[""Theodore""]"
tt1798709,2,nm0010736,actress,,"[""Amy""]"
tt1798709,3,nm0424060,actress,,"[""Samantha""]"
tt1798709,4,nm1913734,actress,,"[""Catherine""]"
tt1798709,5,nm0005069,director,,
tt1798709,6,nm2691892,producer,producer,
tt1798709,7,nm0484504,producer,producer,
tt1798709,8,nm1841348,composer,,
tt1798709,9,nm0887227,cinematographer,director of photography,
tt1800241,10,nm0837112,producer,producer,
tt1800241,1,nm0000288,actor,,"[""Irving Rosenfeld""]"
tt1800241,2,nm0010736,actress,,"[""Sydney Prosser""]"
tt1800241,3,nm0177896,actor,,"[""Richie DiMaso""]"
tt1800241,4,nm2225369,actress,,"[""Rosalyn Rosenfeld""]"
tt1800241,5,nm0751102,director,,
tt1800241,6,nm2545235,writer,written by,
tt1800241,7,nm2691892,producer,producer,
tt1800241,8,nm0330335,producer,producer,
tt1800241,9,nm0746273,producer,producer,
tt1800246,10,nm0868128,composer,,
tt1800246,1,nm1374980,actor,,"[""Jason""]"
tt1800246,2,nm0430107,actor,,"[""Mikey""]"
tt1800246,3,nm1886602,actor,,"[""Daniel""]"
tt1800246,4,nm1782299,actress,,"[""Ellie""]"
tt1800246,5,nm3230448,director,,
tt1800246,6,nm0042992,producer,producer,
tt1800246,7,nm4312021,producer,producer,
tt1800246,8,nm0640193,producer,producer,
tt1800246,9,nm1834530,producer,producer,
tt1800302,10,nm1207404,composer,,
tt1800302,1,nm0000190,actor,,"[""Kenny Wells""]"
tt1800302,2,nm1183149,actor,,"[""Michael Acosta""]"
tt1800302,3,nm0397171,actress,,"[""Kay""]"
tt1800302,4,nm1015684,actor,,"[""Brian Woolf""]"
tt1800302,5,nm0300866,director,,
tt1800302,6,nm0557266,writer,written by,
tt1800302,7,nm0957003,writer,written by,
tt1800302,8,nm0637602,producer,producer,
tt1800302,9,nm3267061,producer,producer,
tt1800741,10,nm0335400,producer,producer,
tt1800741,1,nm3663324,actress,,"[""Emily""]"
tt1800741,2,nm4554428,actor,,"[""Sean""]"
tt1800741,3,nm1671147,actress,,"[""Penelope""]"
tt1800741,4,nm2298016,actor,,"[""Eddy""]"
tt1800741,5,nm1228976,director,,
tt1800741,6,nm5177729,writer,written by,
tt1800741,7,nm0012137,writer,characters,
tt1800741,8,nm0270549,producer,producer,
tt1800741,9,nm0316774,producer,producer,
tt1809398,10,nm1227780,writer,book,
tt1809398,1,nm1925239,actor,,"[""Louis Zamperini""]"
tt1809398,2,nm2032193,actor,,"[""Watanabe""]"
tt1809398,3,nm1727304,actor,,"[""Phil""]"
tt1809398,4,nm1330560,actor,,"[""Fitzgerald""]"
tt1809398,5,nm0001401,director,,
tt1809398,6,nm0001054,writer,screenplay,
tt1809398,7,nm0001053,writer,screenplay,
tt1809398,8,nm0481418,writer,screenplay,
tt1809398,9,nm0629933,writer,screenplay,
tt1814621,10,nm0871136,composer,,
tt1814621,1,nm0275486,actress,,"[""Portia Nathan""]"
tt1814621,2,nm0748620,actor,,"[""John Pressman""]"
tt1814621,3,nm1822659,actor,,"[""Jeremiah""]"
tt1814621,4,nm0005349,actress,,"[""Corinne""]"
tt1814621,5,nm0919369,director,,
tt1814621,6,nm0188733,writer,screenplay by,
tt1814621,7,nm5067996,writer,based on the novel by,
tt1814621,8,nm1097895,producer,producer,
tt1814621,9,nm0583948,producer,producer,
tt1815862,10,nm0006133,composer,,
tt1815862,1,nm1535523,actor,,"[""Kitai Raige""]"
tt1815862,2,nm0219292,actor,,"[""Private McQuarrie""]"
tt1815862,3,nm0000226,actor,,"[""Cypher Raige""]"
tt1815862,4,nm0645683,actress,,"[""Faia Raige""]"
tt1815862,5,nm0796117,director,,
tt1815862,6,nm1729428,writer,screenplay,
tt1815862,7,nm0489876,producer,producer,
tt1815862,8,nm0000586,producer,producer,
tt1815862,9,nm1496298,producer,producer,
tt1817273,10,nm0650164,producer,producer,
tt1817273,1,nm0331516,actor,,"[""Luke""]"
tt1817273,2,nm0177896,actor,,"[""Avery""]"
tt1817273,3,nm0578949,actress,,"[""Romina""]"
tt1817273,4,nm3995471,actor,,"[""Jack""]"
tt1817273,5,nm0161834,director,,
tt1817273,6,nm1397579,writer,story,
tt1817273,7,nm2942187,writer,screenplay,
tt1817273,8,nm1987578,producer,producer,
tt1817273,9,nm0454004,producer,producer,
tt1819509,10,nm0533380,actor,,"[""Donald Colburn""]"
tt1819509,1,nm1269983,actress,,"[""Chloe""]"
tt1819509,2,nm2439111,actress,,"[""June Colburn""]"
tt1819509,3,nm2380718,actor,,"[""Eli Webber""]"
tt1819509,4,nm2765191,actor,,"[""Mark Reynolds""]"
tt1819509,5,nm0451274,writer,creator,
tt1819509,6,nm0004735,actor,,"[""James Van Der Beek""]"
tt1819509,7,nm1112952,actor,,"[""Luther Wilson"",""Luther""]"
tt1819509,8,nm0487594,actress,,"[""Robin""]"
tt1819509,9,nm0072126,actress,,"[""Connie Colburn""]"
tt1821480,10,nm4449370,writer,additional screenplay,
tt1821480,1,nm1799038,actress,,"[""Vidya Venkatesan-Bagchi""]"
tt1821480,2,nm1913625,actor,,"[""Inspector Satyaki Sinha aka Rana""]"
tt1821480,3,nm1778890,actor,,"[""Arnab Bagchi"",""Milan Damji""]"
tt1821480,4,nm1596350,actor,,"[""Mr. Khan""]"
tt1821480,5,nm1223910,director,,
tt1821480,6,nm4298729,writer,story,
tt1821480,7,nm1330994,writer,additional screenplay,
tt1821480,8,nm1937760,writer,dialogue,
tt1821480,9,nm1399188,writer,dialogue,
tt1821549,10,nm0003659,cinematographer,director of photography,
tt1821549,1,nm0001136,actor,,"[""Woody Grant""]"
tt1821549,2,nm0287182,actor,,"[""David Grant""]"
tt1821549,3,nm0820053,actress,,"[""Kate Grant""]"
tt1821549,4,nm0644022,actor,,"[""Ross Grant""]"
tt1821549,5,nm0668247,director,,
tt1821549,6,nm1504572,writer,written by,
tt1821549,7,nm0074100,producer,producer,
tt1821549,8,nm0947695,producer,producer,
tt1821549,9,nm0651366,composer,,
tt1821658,10,nm0597258,producer,producer,
tt1821658,1,nm0004715,actor,,"[""Surly""]"
tt1821658,2,nm0000409,actor,,"[""Grayson""]"
tt1821658,3,nm0000553,actor,,"[""Raccoon""]"
tt1821658,4,nm0001337,actress,,"[""Andie""]"
tt1821658,5,nm0503259,director,,
tt1821658,6,nm0131661,writer,written by,
tt1821658,7,nm5371827,writer,story by,
tt1821658,8,nm0715257,writer,additional screenplay material,
tt1821658,9,nm5624924,producer,producer,
tt1821681,10,nm0001183,actor,,"[""Avram Hadar""]"
tt1821681,1,nm0000662,actor,,"[""Martin Bohm""]"
tt1821681,2,nm3458761,actor,,"[""Jake Bohm""]"
tt1821681,3,nm1813221,actress,,"[""Clea Hopkins""]"
tt1821681,4,nm0001305,actor,,"[""Calvin Norburg""]"
tt1821681,5,nm0471352,writer,creator,
tt1821681,6,nm3061574,actress,,"[""Amelia Robbins""]"
tt1821681,7,nm0254862,actor,,"[""Trevor Wilcox""]"
tt1821681,8,nm0846548,actor,,"[""Guillermo Ortiz""]"
tt1821681,9,nm0004742,actress,,"[""Lucy Robbins""]"
tt1821694,10,nm0225146,producer,producer,
tt1821694,1,nm0000246,actor,,"[""Frank""]"
tt1821694,2,nm0000545,actress,,"[""Victoria""]"
tt1821694,3,nm0000518,actor,,"[""Marvin""]"
tt1821694,4,nm0000164,actor,,"[""Bailey""]"
tt1821694,5,nm0661751,director,,
tt1821694,6,nm0388377,writer,written by,
tt1821694,7,nm0388375,writer,written by,
tt1821694,8,nm1979137,writer,characters,
tt1821694,9,nm1216642,writer,characters,
tt1821700,1,nm0787030,actor,,"[""Major Mujtaba Rizvi""]"
tt1821700,2,nm4273857,actor,,"[""Field Officer Ehtesham""]"
tt1821700,3,nm4272534,actor,,"[""Ramal""]"
tt1821700,4,nm1481506,actress,,"[""Javeria""]"
tt1821700,5,nm2850440,director,,
tt1821700,6,nm4274636,writer,,
tt1821700,7,nm4723189,production_designer,,
tt1823664,10,nm0419650,producer,producer,
tt1823664,1,nm4832920,actress,,"[""Annie""]"
tt1823664,2,nm0000139,actress,,"[""Hannigan""]"
tt1823664,3,nm0004937,actor,,"[""Will Stacks""]"
tt1823664,4,nm0126284,actress,,"[""Grace""]"
tt1823664,5,nm0323239,director,,
tt1823664,6,nm0112459,writer,screenplay,
tt1823664,7,nm0576070,writer,stage play book,
tt1823664,8,nm0336675,writer,"comic strip ""Little Orphan Annie""",
tt1823664,9,nm5971122,producer,producer,
tt1823672,10,nm1026592,editor,,
tt1823672,1,nm1663205,actor,,"[""Chappie""]"
tt1823672,2,nm2353862,actor,,"[""Deon Wilson""]"
tt1823672,3,nm0413168,actor,,"[""Vincent Moore""]"
tt1823672,4,nm0000244,actress,,"[""Michelle Bradley""]"
tt1823672,5,nm0088955,director,,
tt1823672,6,nm2833612,writer,written by,
tt1823672,7,nm1334526,producer,producer,
tt1823672,8,nm0001877,composer,,
tt1823672,9,nm1022001,cinematographer,,
tt1825157,10,nm2127991,composer,,
tt1825157,1,nm0251986,actor,,"[""Simon"",""James""]"
tt1825157,2,nm1985859,actress,,"[""Hannah""]"
tt1825157,3,nm0001728,actor,,"[""Mr Papadopoulos""]"
tt1825157,4,nm0852965,actor,,"[""Harris""]"
tt1825157,5,nm1547964,director,,
tt1825157,6,nm0234502,writer,novella,
tt1825157,7,nm2016298,writer,story,
tt1825157,8,nm2355488,producer,producer,
tt1825157,9,nm1929951,producer,producer,
tt1825683,10,nm3234869,composer,,
tt1825683,1,nm1569276,actor,,"[""T'Challa"",""Black Panther""]"
tt1825683,2,nm0430107,actor,,"[""Erik Killmonger""]"
tt1825683,3,nm2143282,actress,,"[""Nakia""]"
tt1825683,4,nm1775091,actress,,"[""Okoye""]"
tt1825683,5,nm3363032,director,,
tt1825683,6,nm1963288,writer,written by,
tt1825683,7,nm0498278,writer,based on the Marvel comics by,
tt1825683,8,nm0456158,writer,based on the Marvel Comics by,
tt1825683,9,nm0270559,producer,producer,
tt1826940,10,nm1083271,actress,,"[""Reagan""]"
tt1826940,1,nm0221046,actress,,"[""Jess Day""]"
tt1826940,2,nm2159926,actor,,"[""Nick Miller""]"
tt1826940,3,nm0339011,actor,,"[""Schmidt""]"
tt1826940,4,nm1924196,actress,,"[""Cece Parekh""]"
tt1826940,5,nm2057975,writer,creator,
tt1826940,6,nm2031358,actor,,"[""Winston Bishop""]"
tt1826940,7,nm0915458,actor,,"[""Coach""]"
tt1826940,8,nm1840659,actress,,"[""Aly Nelson""]"
tt1826940,9,nm1815689,actor,,"[""Robby""]"
tt1827487,10,nm1780337,cinematographer,,
tt1827487,1,nm1959252,actor,,"[""Doctor Cemal""]"
tt1827487,2,nm0258784,actor,,"[""Commissar Naci""]"
tt1827487,3,nm0083777,actor,,"[""Prosecutor Nusret""]"
tt1827487,4,nm1488529,actor,,"[""Driver Arab Ali""]"
tt1827487,5,nm0149196,director,,
tt1827487,6,nm1941926,writer,,
tt1827487,7,nm0946324,writer,,
tt1827487,8,nm0960222,producer,producer,
tt1827487,9,nm0947999,producer,producer,
tt1827512,10,nm0300229,production_designer,,
tt1827512,1,nm4461361,actor,,"[""Cyril""]"
tt1827512,2,nm0208426,actress,,"[""Samantha""]"
tt1827512,3,nm0753737,actor,,"[""Guy Catoul""]"
tt1827512,4,nm0740090,actor,,"[""Le libraire""]"
tt1827512,5,nm0201094,director,,
tt1827512,6,nm0201095,director,,
tt1827512,7,nm0294654,producer,producer,
tt1827512,8,nm0545822,cinematographer,,
tt1827512,9,nm0236549,editor,,
tt1828327,10,nm0011095,actor,,"[""Chuck Larabee""]"
tt1828327,1,nm0000741,actor,,"[""Mike Baxter""]"
tt1828327,2,nm0001802,actress,,"[""Vanessa Baxter""]"
tt1828327,3,nm0001185,actor,,"[""Ed Alzate"",""Ed Alzante""]"
tt1828327,4,nm2324912,actor,,"[""Kyle Anderson""]"
tt1828327,5,nm0120994,writer,creator,
tt1828327,6,nm0298168,actress,,"[""Kristin Baxter""]"
tt1828327,7,nm3239803,actress,,"[""Eve Baxter"",""Eve""]"
tt1828327,8,nm1454378,actress,,"[""Mandy Baxter""]"
tt1828327,9,nm0557743,actor,,"[""Ryan Vogelson""]"
tt1830617,10,nm0877430,actress,,"[""Rosalee Calvert""]"
tt1830617,1,nm1365912,actor,,"[""Nick Burkhardt""]"
tt1830617,2,nm0395203,actor,,"[""Hank Griffin""]"
tt1830617,3,nm0593734,actor,,"[""Monroe""]"
tt1830617,4,nm1501388,actor,,"[""Captain Sean Renard""]"
tt1830617,5,nm0139461,writer,creator,
tt1830617,6,nm0339264,writer,creator,
tt1830617,7,nm0467942,writer,creator,
tt1830617,8,nm0498046,actor,,"[""Sgt. Wu"",""Sergeant Wu""]"
tt1830617,9,nm1128780,actress,,"[""Juliette Silverton"",""Eve""]"
tt1831164,10,nm4914365,actress,,"[""Gotik Leyla""]"
tt1831164,1,nm1778124,actor,,"[""Mecnun"",""Mecnun Cinar""]"
tt1831164,2,nm1488529,actor,,"[""Iskender"",""Iskender Cinar""]"
tt1831164,3,nm1763577,actor,,"[""Ismail"",""Ismail Abi""]"
tt1831164,4,nm2183200,actor,,"[""Yavuz"",""Hirsiz Yavuz""]"
tt1831164,5,nm2020015,actor,,"[""Kaan""]"
tt1831164,6,nm1892960,actor,,"[""Erdal Bakkal""]"
tt1831164,7,nm0257826,actor,,"[""Aksakalli Dede""]"
tt1831164,8,nm1800339,actress,,"[""Nurten""]"
tt1831164,9,nm2026873,actor,,"[""Azsakalli Dede"",""Cakma Dede"",""Topsakalli Dede""]"
tt1832382,1,nm1818216,actor,,"[""Nader""]"
tt1832382,2,nm0368689,actress,,"[""Simin""]"
tt1832382,3,nm4299147,actress,,"[""Razieh""]"
tt1832382,4,nm1486911,actor,,"[""Hojjat""]"
tt1832382,5,nm1410815,director,,
tt1832382,6,nm3156436,composer,,
tt1832382,7,nm0435534,cinematographer,director of photography,
tt1832382,8,nm0755868,editor,,
tt1832382,9,nm1487566,production_designer,,
tt1832979,10,nm3725383,actress,,"[""Wanda"",""Wanda Long""]"
tt1832979,1,nm1377375,actress,,"[""Dr. Zoe Hart""]"
tt1832979,2,nm0454809,actress,,"[""Lemon Breeland""]"
tt1832979,3,nm0930317,actor,,"[""Lavon Hayes""]"
tt1832979,4,nm1569067,actor,,"[""Wade Kinsella""]"
tt1832979,5,nm1771570,writer,creator,
tt1832979,6,nm2187603,actor,,"[""George Tucker""]"
tt1832979,7,nm0001513,actor,,"[""Dr. Brick Breeland""]"
tt1832979,8,nm2845866,actress,,"[""AnnaBeth Nass""]"
tt1832979,9,nm4103005,actor,,"[""Tom Long""]"
tt1833673,10,nm1191112,editor,,
tt1833673,1,nm0451148,actor,,"[""Sahir Khan"",""Samar Khan""]"
tt1833673,2,nm1229940,actress,,"[""Aaliya""]"
tt1833673,3,nm0045393,actor,,"[""A.C.P. Jai Dixit""]"
tt1833673,4,nm0159167,actor,,"[""Ali Khan""]"
tt1833673,5,nm1715502,director,,
tt1833673,6,nm0159147,writer,story,
tt1833673,7,nm1338587,composer,,
tt1833673,8,nm2378882,composer,,
tt1833673,9,nm1250935,cinematographer,director of photography,
tt1836037,10,nm0553436,actor,,"[""Jacob Nighthorse""]"
tt1836037,1,nm0853079,actor,,"[""Sheriff Walt Longmire""]"
tt1836037,2,nm0755267,actress,,"[""Victoria 'Vic' Moretti""]"
tt1836037,3,nm0001617,actor,,"[""Henry Standing Bear""]"
tt1836037,4,nm2336905,actress,,"[""Cady Longmire""]"
tt1836037,5,nm2093808,writer,creator,
tt1836037,6,nm2100253,writer,creator,
tt1836037,7,nm4369276,actor,,"[""The Ferg""]"
tt1836037,8,nm0827093,actress,,"[""Ruby""]"
tt1836037,9,nm0003082,actor,,"[""Branch Connally""]"
tt1837492,10,nm3624428,actor,,"[""Bryce Walker""]"
tt1837492,1,nm1910255,actor,,"[""Clay Jensen""]"
tt1837492,2,nm7692698,actress,,"[""Hannah Baker""]"
tt1837492,3,nm2111303,actor,,"[""Tony Padilla""]"
tt1837492,4,nm2647981,actress,,"[""Jessica Davis""]"
